PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,ENTUNAVAILREASON,ENTPOP,ENTAGG,ENTAGGYEAR,ENTYEAR1,ENTYEAR2,ENTSBJ,ACCESS,ALEVEL,BACC,DEGREE,FOUNDTN,NOQUALS,OTHER,OTHERHE
10007803,10007803,UAHFECNJPHI,1,0,150,13,2022-23,2022-23,,CAH15-02-01,0,77,16,1,4,0,1,2
10007803,10007803,UAHFECNJPHI,1,0,60,13,2022-23,2022-23,,CAH20-02-01,0,83,13,0,3,0,2,0
10007803,10007803,UAHFECNJPRS,1,1,150,13,2022-23,2022-23,,CAH15-02-01,0,77,16,1,4,0,1,2
10007803,10007803,UAHFECNJPRS,1,1,10,13,2022-23,2022-23,,CAH19-04-07,0,100,0,0,0,0,0,0
10007803,10007803,UAHFECNJPSY,1,0,110,13,2022-23,2022-23,,CAH04-01-01,0,76,18,0,4,0,1,0
10007803,10007803,UAHFECNJPSY,1,0,150,13,2022-23,2022-23,,CAH15-02-01,0,77,16,1,4,0,1,2
10007803,10007803,UAHFECNJRSN,1,1,150,13,2022-23,2022-23,,CAH15-02-01,0,77,16,1,4,0,1,2
10007803,10007803,UAHFECNJRSN,1,1,15,23,2021-23,2022-23,2021-22,CAH19-04-05,0,85,5,0,5,0,10,0
10007803,10007803,UAHFECNJSAN,1,1,55,13,2022-23,2022-23,,CAH15-01-04,0,96,2,1,0,0,0,2
10007803,10007803,UAHFECNJSAN,1,1,150,13,2022-23,2022-23,,CAH15-02-01,0,77,16,1,4,0,1,2
10007803,10007803,UAHFECNJSPN,1,1,150,13,2022-23,2022-23,,CAH15-02-01,0,77,16,1,4,0,1,2
10007803,10007803,UAHFECNJSPN,1,1,35,13,2022-23,2022-23,,CAH19-04-04,0,95,5,0,0,0,0,0
10007803,10007803,UAHFECNJSTA,1,1,15,23,2021-23,2022-23,2021-22,CAH09-01-03,0,70,10,5,5,0,0,10
10007803,10007803,UAHFECNJSTA,1,1,150,13,2022-23,2022-23,,CAH15-02-01,0,77,16,1,4,0,1,2
10007803,10007803,UAHFECNJSUD,1,0,150,13,2022-23,2022-23,,CAH15-02-01,0,77,16,1,4,0,1,2
10007803,10007803,UAHFECNJSUD,1,0,110,13,2022-23,2022-23,,CAH26-01-02,0,80,19,0,0,0,1,0
10007803,10007803,UAHFECNSECN,1,0,30,24,2021-23,2022-23,2021-22,,0,85,15,0,0,5,0,0
10007803,10007803,UAHFECNWGRN,1,1,150,13,2022-23,2022-23,,CAH15-02-01,0,77,16,1,4,0,1,2
10007803,10007803,UAHFECNWGRN,1,1,20,13,2022-23,2022-23,,CAH19-04-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFECNWRSN,1,1,150,13,2022-23,2022-23,,CAH15-02-01,0,77,16,1,4,0,1,2
10007803,10007803,UAHFECNWRSN,1,1,15,23,2021-23,2022-23,2021-22,CAH19-04-05,0,85,5,0,5,0,10,0
10007803,10007803,UAHFECNWSAN,1,1,55,13,2022-23,2022-23,,CAH15-01-04,0,96,2,1,0,0,0,2
10007803,10007803,UAHFECNWSAN,1,1,150,13,2022-23,2022-23,,CAH15-02-01,0,77,16,1,4,0,1,2
10007803,10007803,UAHFECNWSPN,1,1,150,13,2022-23,2022-23,,CAH15-02-01,0,77,16,1,4,0,1,2
10007803,10007803,UAHFECNWSPN,1,1,35,13,2022-23,2022-23,,CAH19-04-04,0,95,5,0,0,0,0,0
10007803,10007803,UAHFENGJFLS,1,0,10,24,2021-23,2022-23,2021-22,,0,90,10,0,0,0,0,0
10007803,10007803,UAHFENGJFRN,1,0,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJFRN,1,0,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFENGJGRK,1,1,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJGRK,1,1,45,13,2022-23,2022-23,,CAH20-01-05,0,100,0,0,0,0,0,0
10007803,10007803,UAHFENGJGRN,1,1,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJGRN,1,1,20,13,2022-23,2022-23,,CAH19-04-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFENGJHEB,1,1,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJHEB,1,1,10,13,2022-23,2022-23,,CAH19-04-09,0,75,15,0,5,0,0,5
10007803,10007803,UAHFENGJIRL,1,0,190,13,2022-23,2022-23,,CAH15-03-01,0,87,12,0,0,0,1,0
10007803,10007803,UAHFENGJIRL,1,0,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJITN,1,1,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJITN,1,1,10,13,2022-23,2022-23,,CAH19-04-03,0,100,0,0,0,0,0,0
10007803,10007803,UAHFENGJLTN,1,1,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJLTN,1,1,45,13,2022-23,2022-23,,CAH20-01-05,0,100,0,0,0,0,0,0
10007803,10007803,UAHFENGJMEH,1,1,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJMEH,1,1,135,13,2022-23,2022-23,,CAH20-01-01,0,91,9,0,0,0,0,0
10007803,10007803,UAHFENGJMES,1,1,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJMES,1,1,10,13,2022-23,2022-23,,CAH19-04-07,0,100,0,0,0,0,0,0
10007803,10007803,UAHFENGJMGT,1,0,105,13,2022-23,2022-23,,CAH17-01-01,0,86,8,0,2,0,1,2
10007803,10007803,UAHFENGJMGT,1,0,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJMHI,1,0,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJMHI,1,0,135,13,2022-23,2022-23,,CAH20-01-01,0,91,9,0,0,0,0,0
10007803,10007803,UAHFENGJMTH,1,0,125,13,2022-23,2022-23,,CAH09-01-01,0,89,8,1,1,0,0,0
10007803,10007803,UAHFENGJMTH,1,0,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJPHI,1,0,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJPHI,1,0,60,13,2022-23,2022-23,,CAH20-02-01,0,83,13,0,3,0,2,0
10007803,10007803,UAHFENGJPRS,1,0,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJPRS,1,0,10,13,2022-23,2022-23,,CAH19-04-07,0,100,0,0,0,0,0,0
10007803,10007803,UAHFENGJPSY,1,0,110,13,2022-23,2022-23,,CAH04-01-01,0,76,18,0,4,0,1,0
10007803,10007803,UAHFENGJPSY,1,0,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJRSN,1,0,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJRSN,1,0,15,23,2021-23,2022-23,2021-22,CAH19-04-05,0,85,5,0,5,0,10,0
10007803,10007803,UAHFENGJSAN,1,0,55,13,2022-23,2022-23,,CAH15-01-04,0,96,2,1,0,0,0,2
10007803,10007803,UAHFENGJSAN,1,0,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJSCH,1,1,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJSCH,1,1,135,13,2022-23,2022-23,,CAH20-01-01,0,91,9,0,0,0,0,0
10007803,10007803,UAHFENGJSPN,1,1,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJSPN,1,1,35,13,2022-23,2022-23,,CAH19-04-04,0,95,5,0,0,0,0,0
10007803,10007803,UAHFENGJSUD,1,0,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJSUD,1,0,110,13,2022-23,2022-23,,CAH26-01-02,0,80,19,0,0,0,1,0
10007803,10007803,UAHFENGJTHS,1,1,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGJTHS,1,1,25,13,2022-23,2022-23,,CAH20-02-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFENGSENG,1,0,85,24,2021-23,2022-23,2021-22,,0,94,1,1,0,1,2,0
10007803,10007803,UAHFENGWBAC,1,1,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFENGWBAC,1,1,25,13,2022-23,2022-23,,CAH20-02-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFECJMGT,1,0,150,13,2022-23,2022-23,,CAH15-02-01,0,77,16,1,4,0,1,2
10007803,10007803,UAHFFECJMGT,1,0,105,13,2022-23,2022-23,,CAH17-01-01,0,86,8,0,2,0,1,2
10007803,10007803,UAHFFECJMTH,1,1,125,13,2022-23,2022-23,,CAH09-01-01,0,89,8,1,1,0,0,0
10007803,10007803,UAHFFECJMTH,1,1,150,13,2022-23,2022-23,,CAH15-02-01,0,77,16,1,4,0,1,2
10007803,10007803,UAHFFECSFEC,1,0,15,24,2021-23,2022-23,2021-22,,0,55,10,0,15,0,25,0
10007803,10007803,UAHFFGATFGA,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGATFGA,1,1,20,13,2022-23,2022-23,,CAH19-04-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGATFGA,1,1,135,13,2022-23,2022-23,,CAH20-01-01,0,91,9,0,0,0,0,0
10007803,10007803,UAHFFGETFGE,1,1,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFFGETFGE,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGETFGE,1,1,20,13,2022-23,2022-23,,CAH19-04-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGGTFGG,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGGTFGG,1,1,20,13,2022-23,2022-23,,CAH19-04-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGGTFGG,1,1,45,13,2022-23,2022-23,,CAH20-01-05,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGITFGI,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGITFGI,1,1,20,13,2022-23,2022-23,,CAH19-04-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGITFGI,1,1,10,13,2022-23,2022-23,,CAH19-04-03,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGMTFGM,1,1,105,13,2022-23,2022-23,,CAH17-01-01,0,86,8,0,2,0,1,2
10007803,10007803,UAHFFGMTFGM,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGMTFGM,1,1,20,13,2022-23,2022-23,,CAH19-04-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGNTFGN,1,1,190,13,2022-23,2022-23,,CAH15-03-01,0,87,12,0,0,0,1,0
10007803,10007803,UAHFFGNTFGN,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGNTFGN,1,1,20,13,2022-23,2022-23,,CAH19-04-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGPTFGP,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGPTFGP,1,1,20,13,2022-23,2022-23,,CAH19-04-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGRTFGR,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGRTFGR,1,1,20,13,2022-23,2022-23,,CAH19-04-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGRTFGR,1,1,15,23,2021-23,2022-23,2021-22,CAH19-04-05,0,85,5,0,5,0,10,0
10007803,10007803,UAHFFGSTFGS,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGSTFGS,1,1,20,13,2022-23,2022-23,,CAH19-04-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFGSTFGS,1,1,35,13,2022-23,2022-23,,CAH19-04-04,0,95,5,0,0,0,0,0
10007803,10007803,UAHFFIATFIA,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIATFIA,1,1,10,13,2022-23,2022-23,,CAH19-04-03,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIATFIA,1,1,135,13,2022-23,2022-23,,CAH20-01-01,0,91,9,0,0,0,0,0
10007803,10007803,UAHFFICTFIC,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFICTFIC,1,1,10,13,2022-23,2022-23,,CAH19-04-03,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFICTFIC,1,1,45,13,2022-23,2022-23,,CAH20-01-05,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIETFIE,1,1,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFFIETFIE,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIETFIE,1,1,10,13,2022-23,2022-23,,CAH19-04-03,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIGTFIG,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIGTFIG,1,1,10,13,2022-23,2022-23,,CAH19-04-03,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIGTFIG,1,1,45,13,2022-23,2022-23,,CAH20-01-05,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIITFII,1,1,190,13,2022-23,2022-23,,CAH15-03-01,0,87,12,0,0,0,1,0
10007803,10007803,UAHFFIITFII,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIITFII,1,1,10,13,2022-23,2022-23,,CAH19-04-03,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFILTFIL,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFILTFIL,1,1,10,13,2022-23,2022-23,,CAH19-04-03,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFILTFIL,1,1,45,13,2022-23,2022-23,,CAH20-01-05,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIMTFIM,1,1,105,13,2022-23,2022-23,,CAH17-01-01,0,86,8,0,2,0,1,2
10007803,10007803,UAHFFIMTFIM,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIMTFIM,1,1,10,13,2022-23,2022-23,,CAH19-04-03,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIPTFIP,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIPTFIP,1,1,10,13,2022-23,2022-23,,CAH19-04-03,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIPTFIP,1,1,10,13,2022-23,2022-23,,CAH19-04-07,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIRTFIR,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIRTFIR,1,1,10,13,2022-23,2022-23,,CAH19-04-03,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFIRTFIR,1,1,15,23,2021-23,2022-23,2021-22,CAH19-04-05,0,85,5,0,5,0,10,0
10007803,10007803,UAHFFISTFIS,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFISTFIS,1,1,10,13,2022-23,2022-23,,CAH19-04-03,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFISTFIS,1,1,35,13,2022-23,2022-23,,CAH19-04-04,0,95,5,0,0,0,0,0
10007803,10007803,UAHFFLSJFRN,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFLSJFRN,1,1,45,13,2022-23,2022-23,,CAH24-01-05,0,95,5,5,0,0,0,0
10007803,10007803,UAHFFLSJGGY,1,1,45,13,2022-23,2022-23,,CAH24-01-05,0,95,5,5,0,0,0,0
10007803,10007803,UAHFFLSJGGY,1,1,30,13,2022-23,2022-23,,CAH26-01-03,0,95,5,0,0,0,0,0
10007803,10007803,UAHFFLSJGRN,1,1,20,13,2022-23,2022-23,,CAH19-04-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFLSJGRN,1,1,45,13,2022-23,2022-23,,CAH24-01-05,0,95,5,5,0,0,0,0
10007803,10007803,UAHFFLSJIRL,1,1,190,13,2022-23,2022-23,,CAH15-03-01,0,87,12,0,0,0,1,0
10007803,10007803,UAHFFLSJIRL,1,1,45,13,2022-23,2022-23,,CAH24-01-05,0,95,5,5,0,0,0,0
10007803,10007803,UAHFFLSJITN,1,1,10,13,2022-23,2022-23,,CAH19-04-03,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFLSJITN,1,1,45,13,2022-23,2022-23,,CAH24-01-05,0,95,5,5,0,0,0,0
10007803,10007803,UAHFFLSJMHI,1,0,135,13,2022-23,2022-23,,CAH20-01-01,0,91,9,0,0,0,0,0
10007803,10007803,UAHFFLSJMHI,1,0,45,13,2022-23,2022-23,,CAH24-01-05,0,95,5,5,0,0,0,0
10007803,10007803,UAHFFLSJPHI,1,0,60,13,2022-23,2022-23,,CAH20-02-01,0,83,13,0,3,0,2,0
10007803,10007803,UAHFFLSJPHI,1,0,45,13,2022-23,2022-23,,CAH24-01-05,0,95,5,5,0,0,0,0
10007803,10007803,UAHFFLSJPRS,1,1,10,13,2022-23,2022-23,,CAH19-04-07,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFLSJPRS,1,1,45,13,2022-23,2022-23,,CAH24-01-05,0,95,5,5,0,0,0,0
10007803,10007803,UAHFFLSJPSY,1,0,110,13,2022-23,2022-23,,CAH04-01-01,0,76,18,0,4,0,1,0
10007803,10007803,UAHFFLSJPSY,1,0,45,13,2022-23,2022-23,,CAH24-01-05,0,95,5,5,0,0,0,0
10007803,10007803,UAHFFLSJRSN,1,0,15,23,2021-23,2022-23,2021-22,CAH19-04-05,0,85,5,0,5,0,10,0
10007803,10007803,UAHFFLSJRSN,1,0,45,13,2022-23,2022-23,,CAH24-01-05,0,95,5,5,0,0,0,0
10007803,10007803,UAHFFLSJSAN,1,1,55,13,2022-23,2022-23,,CAH15-01-04,0,96,2,1,0,0,0,2
10007803,10007803,UAHFFLSJSAN,1,1,45,13,2022-23,2022-23,,CAH24-01-05,0,95,5,5,0,0,0,0
10007803,10007803,UAHFFLSJSCH,1,1,135,13,2022-23,2022-23,,CAH20-01-01,0,91,9,0,0,0,0,0
10007803,10007803,UAHFFLSJSCH,1,1,45,13,2022-23,2022-23,,CAH24-01-05,0,95,5,5,0,0,0,0
10007803,10007803,UAHFFLSJSPN,1,1,35,13,2022-23,2022-23,,CAH19-04-04,0,95,5,0,0,0,0,0
10007803,10007803,UAHFFLSJSPN,1,1,45,13,2022-23,2022-23,,CAH24-01-05,0,95,5,5,0,0,0,0
10007803,10007803,UAHFFLSJSUD,1,0,45,13,2022-23,2022-23,,CAH24-01-05,0,95,5,5,0,0,0,0
10007803,10007803,UAHFFLSJSUD,1,0,110,13,2022-23,2022-23,,CAH26-01-02,0,80,19,0,0,0,1,0
10007803,10007803,UAHFFLSJTHS,1,1,25,13,2022-23,2022-23,,CAH20-02-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFLSJTHS,1,1,45,13,2022-23,2022-23,,CAH24-01-05,0,95,5,5,0,0,0,0
10007803,10007803,UAHFFLSSFLS,1,0,20,24,2021-23,2022-23,2021-22,,0,80,10,0,0,5,5,0
10007803,10007803,UAHFFLSWBAC,1,1,25,13,2022-23,2022-23,,CAH20-02-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFLSWBAC,1,1,45,13,2022-23,2022-23,,CAH24-01-05,0,95,5,5,0,0,0,0
10007803,10007803,UAHFFPATFPA,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPATFPA,1,1,10,13,2022-23,2022-23,,CAH19-04-07,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPATFPA,1,1,135,13,2022-23,2022-23,,CAH20-01-01,0,91,9,0,0,0,0,0
10007803,10007803,UAHFFPCTFPC,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPCTFPC,1,1,10,13,2022-23,2022-23,,CAH19-04-07,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPCTFPC,1,1,45,13,2022-23,2022-23,,CAH20-01-05,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPETFPE,1,1,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFFPETFPE,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPETFPE,1,1,10,13,2022-23,2022-23,,CAH19-04-07,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPGTFPG,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPGTFPG,1,1,10,13,2022-23,2022-23,,CAH19-04-07,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPGTFPG,1,1,45,13,2022-23,2022-23,,CAH20-01-05,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPLTFPL,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPLTFPL,1,1,10,13,2022-23,2022-23,,CAH19-04-07,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPLTFPL,1,1,45,13,2022-23,2022-23,,CAH20-01-05,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPMTFPM,1,1,105,13,2022-23,2022-23,,CAH17-01-01,0,86,8,0,2,0,1,2
10007803,10007803,UAHFFPMTFPM,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPMTFPM,1,1,10,13,2022-23,2022-23,,CAH19-04-07,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPNTFPN,1,0,190,13,2022-23,2022-23,,CAH15-03-01,0,87,12,0,0,0,1,0
10007803,10007803,UAHFFPNTFPN,1,0,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPNTFPN,1,0,10,13,2022-23,2022-23,,CAH19-04-07,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPRTFPR,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPRTFPR,1,1,15,23,2021-23,2022-23,2021-22,CAH19-04-05,0,85,5,0,5,0,10,0
10007803,10007803,UAHFFPRTFPR,1,1,10,13,2022-23,2022-23,,CAH19-04-07,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPSTFPS,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFPSTFPS,1,1,35,13,2022-23,2022-23,,CAH19-04-04,0,95,5,0,0,0,0,0
10007803,10007803,UAHFFPSTFPS,1,1,10,13,2022-23,2022-23,,CAH19-04-07,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRCTFRC,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRCTFRC,1,1,15,23,2021-23,2022-23,2021-22,CAH19-04-05,0,85,5,0,5,0,10,0
10007803,10007803,UAHFFRCTFRC,1,1,45,13,2022-23,2022-23,,CAH20-01-05,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRETFRE,1,1,110,13,2022-23,2022-23,,CAH19-01-01,0,92,5,0,0,0,0,2
10007803,10007803,UAHFFRETFRE,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRETFRE,1,1,15,23,2021-23,2022-23,2021-22,CAH19-04-05,0,85,5,0,5,0,10,0
10007803,10007803,UAHFFRITFRI,1,1,190,13,2022-23,2022-23,,CAH15-03-01,0,87,12,0,0,0,1,0
10007803,10007803,UAHFFRITFRI,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRITFRI,1,1,15,23,2021-23,2022-23,2021-22,CAH19-04-05,0,85,5,0,5,0,10,0
10007803,10007803,UAHFFRLTFRL,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRLTFRL,1,1,15,23,2021-23,2022-23,2021-22,CAH19-04-05,0,85,5,0,5,0,10,0
10007803,10007803,UAHFFRLTFRL,1,1,45,13,2022-23,2022-23,,CAH20-01-05,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRNJGGY,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRNJGGY,1,1,30,13,2022-23,2022-23,,CAH26-01-03,0,95,5,0,0,0,0,0
10007803,10007803,UAHFFRNJGRK,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRNJGRK,1,1,45,13,2022-23,2022-23,,CAH20-01-05,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRNJGRN,1,0,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRNJGRN,1,0,20,13,2022-23,2022-23,,CAH19-04-02,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRNJHEB,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRNJHEB,1,1,10,13,2022-23,2022-23,,CAH19-04-09,0,75,15,0,5,0,0,5
10007803,10007803,UAHFFRNJIRL,1,0,190,13,2022-23,2022-23,,CAH15-03-01,0,87,12,0,0,0,1,0
10007803,10007803,UAHFFRNJIRL,1,0,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRNJITN,1,0,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRNJITN,1,0,10,13,2022-23,2022-23,,CAH19-04-03,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRNJLTN,1,1,35,13,2022-23,2022-23,,CAH19-04-01,0,100,0,0,0,0,0,0
10007803,10007803,UAHFFRNJLTN,1,1,45,13,2022-23,2022-23,,CAH20-01-05,0,100,0,0,0,0,0,0
